Age,Attrition,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,WorkLifeBalance,YearsAtCompany,EmployeeFeedback
36,No,Sales,7,3,Marketing,1,1,Married,4639,2,2,15,Enjoy my work
48,No,Research & Development,4,3,Life Sciences,4,4,Single,7898,1,3,10,Good career growth
27,No,Sales,11,3,Medical,3,4,Married,2534,8,3,1,Happy with my salary
51,No,Research & Development,11,2,Technical Degree,4,2,Single,13142,3,2,5,Enjoy my work
18,No,Research & Development,1,3,Life Sciences,4,4,Single,1611,1,4,0,Happy with my salary
35,No,Research & Development,1,3,Medical,4,4,Married,5363,0,3,9,I love my team
27,No,Sales,2,1,Life Sciences,4,4,Single,5071,3,3,6,Enjoy my work
55,Yes,Sales,13,4,Marketing,1,3,Single,13695,6,2,19,Salary is too low
56,No,Research & Development,23,3,Life Sciences,4,2,Married,13402,4,3,19,Happy with my salary
34,No,Research & Development,26,1,Technical Degree,1,3,Divorced,2029,1,3,5,Supportive management
40,No,Research & Development,2,1,Medical,2,3,Divorced,6377,5,3,12,Supportive management
34,No,Research & Development,29,3,Medical,2,3,Married,5429,4,3,8,I love my team
31,Yes,Sales,2,3,Life Sciences,3,4,Single,2785,7,4,1,No career progression
35,Yes,Sales,18,4,Marketing,4,3,Married,4614,0,2,4,Poor work life balance
38,No,Research & Development,7,3,Life Sciences,4,3,Divorced,2610,1,3,4,Happy with my salary
34,No,Research & Development,2,4,Technical Degree,3,4,Single,6687,1,4,14,I love my team
28,No,Sales,26,3,Life Sciences,3,1,Married,4724,1,3,5,Happy with my salary
31,Yes,Research & Development,22,4,Medical,4,3,Married,6179,1,2,10,No growth opportunities
39,No,Sales,21,4,Life Sciences,1,4,Married,6120,3,4,5,I love my team
51,No,Sales,2,3,Marketing,2,2,Married,10596,2,3,4,Good career growth
41,No,Research & Development,22,3,Life Sciences,4,4,Divorced,5467,3,2,6,Great learning opportunities
37,No,Research & Development,4,1,Life Sciences,3,3,Married,2996,7,3,6,Good career growth
33,No,Sales,5,1,Life Sciences,2,4,Married,9998,6,4,5,Enjoy my work
32,No,Sales,2,1,Marketing,3,2,Married,4078,0,2,3,I love my team
39,No,Research & Development,25,2,Life Sciences,3,3,Married,10920,3,3,6,Good career growth
25,No,Sales,18,1,Life Sciences,1,3,Married,6232,2,2,3,Good career growth
52,No,Research & Development,28,2,Medical,4,3,Married,13247,2,2,5,Supportive management
43,No,Research & Development,6,3,Medical,1,3,Single,4081,1,1,20,Great learning opportunities
27,No,Sales,10,3,Marketing,4,4,Married,5769,1,3,6,Good career growth
27,Yes,Research & Development,17,4,Life Sciences,4,3,Single,2394,1,3,8,Poor work life balance
26,No,Research & Development,2,1,Medical,1,4,Single,3904,0,3,4,Supportive management
42,No,Human Resources,10,3,Human Resources,3,1,Married,16799,0,3,20,Happy with my salary
52,No,Research & Development,8,4,Other,3,1,Married,2950,9,1,5,I love my team
37,No,Research & Development,11,3,Medical,1,3,Single,3629,4,3,3,I love my team
35,No,Research & Development,18,2,Life Sciences,3,4,Single,9362,2,3,2,Good work life balance
25,No,Research & Development,1,3,Technical Degree,1,4,Married,3229,4,2,3,Great learning opportunities
26,No,Research & Development,7,3,Other,3,1,Single,3578,0,3,7,Enjoy my work
29,No,Human Resources,17,3,Other,2,1,Single,7988,1,2,10,I love my team
49,Yes,Research & Development,28,2,Life Sciences,1,1,Single,4284,3,3,4,Work is stressful
29,Yes,Research & Development,14,1,Other,3,4,Single,7553,0,3,8,Salary is too low
54,No,Research & Development,1,3,Medical,4,4,Single,17328,6,2,20,Good work life balance
58,No,Research & Development,1,3,Medical,4,1,Married,19701,3,3,9,Happy with my salary
55,No,Research & Development,1,4,Medical,2,4,Divorced,14732,2,4,7,Good career growth
36,No,Sales,3,4,Marketing,1,2,Single,9278,3,3,5,Good career growth
31,Yes,Sales,1,4,Life Sciences,2,3,Single,1359,1,3,1,Salary is too low
30,No,Sales,7,4,Marketing,4,1,Divorced,4779,7,3,3,Supportive management
31,No,Research & Development,8,5,Life Sciences,1,2,Single,16422,3,4,3,Supportive management
34,No,Research & Development,1,4,Other,4,1,Divorced,2996,5,3,4,Supportive management
31,Yes,Research & Development,8,3,Life Sciences,1,2,Single,1261,1,4,1,Salary is too low
27,No,Research & Development,11,1,Life Sciences,2,1,Married,2099,0,4,5,Good career growth
36,No,Research & Development,4,4,Life Sciences,1,4,Single,5810,1,2,10,Good career growth
36,No,Sales,16,4,Marketing,3,1,Married,5647,4,2,3,Good work life balance
47,No,Research & Development,1,3,Technical Degree,1,4,Married,3420,7,2,6,Supportive management
25,Yes,Sales,9,2,Life Sciences,1,1,Married,4400,3,3,3,I feel stuck in my role
37,No,Research & Development,5,2,Technical Degree,3,3,Single,3500,0,1,6,Good work life balance
56,No,Research & Development,1,2,Life Sciences,1,1,Married,2066,2,4,3,Great learning opportunities
47,No,Research & Development,2,4,Medical,1,3,Married,17169,3,4,20,Happy with my salary
24,No,Sales,4,1,Medical,4,3,Married,4162,1,3,5,Good career growth
32,No,Sales,7,5,Marketing,4,4,Married,9204,4,2,4,Good career growth
34,No,Research & Development,1,3,Life Sciences,4,2,Married,3294,5,2,5,Enjoy my work
41,No,Research & Development,5,5,Medical,2,3,Married,2127,2,2,4,Great learning opportunities
40,No,Research & Development,9,4,Other,3,3,Divorced,3975,3,4,8,Good career growth
31,No,Sales,8,2,Life Sciences,1,4,Divorced,10793,1,3,13,Happy with my salary
46,Yes,Sales,9,3,Marketing,1,4,Divorced,10096,4,4,7,No recognition from management
39,Yes,Research & Development,2,3,Life Sciences,1,1,Single,3646,2,4,1,Work is stressful
31,Yes,Research & Development,1,5,Life Sciences,3,2,Single,7446,1,3,10,I feel stuck in my role
45,No,Research & Development,20,3,Medical,2,1,Divorced,10851,2,3,7,Enjoy my work
31,No,Human Resources,8,2,Medical,4,2,Single,2109,9,3,3,Happy with my salary
31,Yes,Research & Development,2,3,Life Sciences,2,4,Married,3722,6,1,2,No growth opportunities
45,No,Research & Development,29,3,Technical Degree,2,4,Married,9380,4,4,3,Enjoy my work
48,No,Sales,7,3,Marketing,3,1,Divorced,5486,4,3,2,Good work life balance
34,Yes,Human Resources,9,4,Technical Degree,1,3,Married,2742,1,3,2,Work is stressful
40,No,Research & Development,8,1,Medical,4,2,Divorced,13757,2,3,9,Great learning opportunities
28,No,Sales,5,3,Medical,4,1,Single,8463,0,3,5,I love my team
44,No,Research & Development,5,3,Life Sciences,3,3,Single,3162,3,3,5,Enjoy my work
53,No,Research & Development,2,3,Medical,4,2,Single,16598,4,2,9,Good work life balance
49,No,Research & Development,5,4,Technical Degree,1,3,Married,6651,2,2,3,Enjoy my work
40,No,Research & Development,2,3,Medical,3,3,Divorced,2345,2,4,3,I love my team
44,No,Research & Development,20,3,Life Sciences,4,2,Single,3420,1,2,5,Good career growth
33,No,Sales,7,3,Medical,4,1,Married,4373,0,3,4,Supportive management
34,No,Sales,3,3,Other,4,1,Single,4759,3,3,13,Great learning opportunities
30,No,Sales,16,1,Life Sciences,4,3,Married,5301,8,2,2,Enjoy my work
42,No,Research & Development,9,2,Medical,1,4,Single,3673,1,3,12,I love my team
44,No,Sales,1,5,Marketing,1,3,Married,4768,7,2,1,Supportive management
30,No,Research & Development,7,3,Technical Degree,3,3,Divorced,1274,1,2,1,Supportive management
57,No,Research & Development,1,2,Life Sciences,2,3,Married,4900,0,2,12,Enjoy my work
49,No,Research & Development,7,4,Life Sciences,3,2,Divorced,10466,3,3,8,Good career growth
34,No,Research & Development,15,3,Medical,2,1,Divorced,17007,7,2,14,Supportive management
28,Yes,Sales,1,3,Technical Degree,1,3,Married,2909,3,4,3,Salary is too low
29,Yes,Sales,13,3,Technical Degree,1,2,Single,5765,5,1,5,No growth opportunities
34,Yes,Sales,24,4,Medical,1,2,Single,4599,0,4,15,Work is stressful
35,No,Sales,7,1,Life Sciences,4,3,Married,2404,1,3,1,Enjoy my work
24,Yes,Research & Development,9,3,Medical,2,1,Single,3172,2,2,0,Salary is too low
24,No,Sales,13,2,Life Sciences,4,2,Married,2033,1,3,1,Enjoy my work
44,No,Research & Development,2,1,Medical,2,3,Single,10209,5,2,2,Great learning opportunities
29,No,Sales,19,3,Life Sciences,3,3,Divorced,8620,1,3,10,Enjoy my work
30,No,Human Resources,1,3,Life Sciences,3,3,Divorced,2064,0,4,5,Supportive management
55,No,Research & Development,4,4,Life Sciences,4,3,Married,4035,0,3,3,Supportive management
33,No,Research & Development,4,4,Medical,1,2,Married,3838,8,3,5,Good career growth
47,No,Sales,14,3,Medical,3,3,Married,4591,3,2,5,Good work life balance
28,Yes,Research & Development,2,2,Medical,3,1,Single,2561,7,2,0,No growth opportunities
28,No,Research & Development,1,3,Life Sciences,1,3,Divorced,1563,1,1,1,I love my team
28,No,Sales,7,3,Life Sciences,3,1,Single,4898,0,3,4,Good work life balance
49,No,Research & Development,3,2,Medical,3,1,Married,4789,4,3,3,I love my team
29,No,Research & Development,2,1,Life Sciences,4,2,Married,3180,0,3,3,Happy with my salary
28,No,Research & Development,29,1,Life Sciences,3,2,Married,6549,1,2,8,Supportive management
33,No,Research & Development,8,5,Life Sciences,4,3,Single,6388,2,3,0,Good career growth
32,No,Research & Development,10,3,Medical,3,4,Single,11244,2,4,5,Great learning opportunities
54,No,Research & Development,11,4,Medical,2,4,Divorced,16032,3,3,14,Good work life balance
29,Yes,Research & Development,1,4,Technical Degree,1,1,Single,2362,6,1,9,Poor work life balance
44,No,Research & Development,28,3,Life Sciences,4,1,Married,16328,3,4,20,Great learning opportunities
39,No,Research & Development,6,3,Life Sciences,2,2,Single,8376,4,3,2,Happy with my salary
46,No,Sales,3,3,Life Sciences,3,2,Married,16606,8,4,13,Good work life balance
35,No,Research & Development,16,3,Life Sciences,4,2,Single,8606,1,1,11,Enjoy my work
23,No,Research & Development,20,1,Life Sciences,1,3,Single,2272,0,3,4,Supportive management
40,Yes,Research & Development,9,4,Life Sciences,4,1,Single,2018,3,1,5,I feel stuck in my role
34,No,Sales,1,3,Technical Degree,4,3,Married,7083,1,3,10,Good work life balance
31,Yes,Research & Development,3,3,Life Sciences,4,3,Single,4084,1,1,7,No recognition from management
50,No,Research & Development,22,5,Medical,3,4,Single,14411,1,3,32,Good work life balance
34,No,Sales,7,2,Technical Degree,2,3,Married,2308,0,3,11,Good work life balance
42,No,Research & Development,2,3,Medical,3,2,Married,4841,4,3,1,Great learning opportunities
37,No,Research & Development,13,3,Medical,1,4,Married,4285,1,3,10,Great learning opportunities
29,No,Research & Development,8,1,Other,3,1,Married,9715,3,3,7,Happy with my salary
33,No,Research & Development,25,3,Life Sciences,4,2,Single,4320,1,3,5,Good work life balance
45,No,Research & Development,28,3,Technical Degree,4,4,Married,2132,4,3,5,Good work life balance
42,No,Research & Development,2,3,Life Sciences,4,4,Married,10124,2,1,20,Good career growth
40,No,Sales,9,2,Medical,1,1,Married,5473,0,4,8,I love my team
33,No,Research & Development,28,4,Life Sciences,2,3,Married,5207,1,3,15,Great learning opportunities
40,No,Human Resources,6,2,Medical,3,4,Single,16437,1,3,21,I love my team
24,No,Research & Development,21,2,Technical Degree,3,1,Divorced,2296,0,3,1,Supportive management
40,No,Research & Development,8,2,Life Sciences,4,4,Divorced,4069,3,3,2,Supportive management
45,No,Research & Development,1,4,Technical Degree,1,2,Divorced,7441,1,3,10,Great learning opportunities
35,No,Sales,28,4,Life Sciences,2,3,Married,2430,0,3,5,Great learning opportunities
32,No,Research & Development,5,2,Life Sciences,4,2,Married,5878,3,3,7,Happy with my salary
36,No,Sales,2,4,Life Sciences,3,4,Single,2644,3,2,3,Great learning opportunities
48,No,Sales,16,4,Life Sciences,3,3,Divorced,6439,8,3,8,Enjoy my work
29,No,Research & Development,9,3,Life Sciences,3,3,Married,2451,6,2,1,Good work life balance
33,No,Sales,8,4,Life Sciences,1,1,Married,6392,2,1,2,Enjoy my work
30,Yes,Sales,1,3,Life Sciences,2,1,Married,9714,1,3,10,Salary is too low
38,No,Human Resources,10,4,Human Resources,3,3,Married,6077,3,3,6,Great learning opportunities
35,No,Research & Development,1,3,Medical,4,1,Single,2450,1,3,3,Happy with my salary
30,No,Sales,29,4,Technical Degree,3,2,Married,9250,3,3,4,Enjoy my work
35,Yes,Research & Development,2,3,Life Sciences,1,1,Divorced,2074,1,3,1,Salary is too low
53,Yes,Research & Development,2,5,Technical Degree,3,4,Married,10169,0,3,33,Poor work life balance
38,Yes,Research & Development,2,3,Medical,3,2,Married,4855,4,3,5,No recognition from management
32,No,Research & Development,1,4,Technical Degree,4,1,Married,4087,4,2,6,Good work life balance
48,No,Research & Development,15,4,Other,3,1,Married,2367,8,2,8,Good career growth
34,No,Research & Development,7,4,Medical,1,4,Single,2972,1,1,1,I love my team
55,No,Sales,26,5,Marketing,3,4,Married,19586,1,3,36,Supportive management
34,No,Research & Development,1,4,Life Sciences,2,4,Married,5484,9,2,2,Supportive management
26,No,Research & Development,3,3,Life Sciences,1,4,Married,2061,1,3,1,Happy with my salary
38,No,Sales,14,3,Life Sciences,3,2,Married,9924,0,3,9,Great learning opportunities
38,No,Sales,16,3,Life Sciences,2,2,Single,4198,2,4,3,Enjoy my work
36,No,Sales,1,4,Life Sciences,2,3,Single,6815,6,3,1,Happy with my salary
29,No,Research & Development,3,1,Medical,2,1,Single,4723,1,3,10,Happy with my salary
35,No,Research & Development,10,4,Medical,1,3,Single,6142,3,3,5,Great learning opportunities
39,No,Sales,6,3,Medical,4,3,Married,8237,2,3,7,Good work life balance
29,No,Research & Development,2,1,Life Sciences,1,4,Divorced,8853,1,4,6,Good work life balance
50,No,Sales,9,3,Marketing,3,3,Married,19331,4,3,1,Good career growth
23,No,Research & Development,10,3,Technical Degree,4,3,Married,2073,2,3,2,Great learning opportunities
36,No,Research & Development,6,4,Life Sciences,1,1,Married,5562,3,3,3,Supportive management
42,No,Research & Development,9,2,Other,4,4,Single,19613,8,3,1,Great learning opportunities
35,No,Research & Development,28,3,Life Sciences,2,3,Married,3407,1,2,10,Good career growth
34,No,Research & Development,10,4,Technical Degree,4,3,Married,5063,1,2,8,Good work life balance
40,No,Sales,14,2,Life Sciences,4,1,Married,4639,1,3,5,Good work life balance
43,No,Research & Development,27,3,Technical Degree,4,2,Divorced,4876,5,3,6,Supportive management
35,No,Research & Development,7,2,Life Sciences,3,4,Married,2690,1,2,1,Happy with my salary
46,No,Sales,1,4,Life Sciences,4,1,Single,17567,1,1,26,Great learning opportunities
28,Yes,Research & Development,24,3,Medical,3,2,Married,2408,1,3,1,Work is stressful
22,No,Research & Development,26,2,Other,2,3,Married,2814,1,2,4,Good work life balance
50,No,Research & Development,20,5,Medical,2,3,Married,11245,2,3,30,Good work life balance
32,No,Research & Development,5,4,Other,2,4,Married,3312,3,3,3,I love my team
44,No,Research & Development,7,3,Medical,2,4,Divorced,19049,0,2,22,Happy with my salary
30,No,Research & Development,7,3,Medical,2,2,Married,2141,1,2,6,Great learning opportunities
45,No,Research & Development,5,5,Medical,3,1,Single,5769,1,3,10,Good career growth
45,No,Sales,26,3,Marketing,1,1,Married,4385,1,3,10,Good work life balance
31,No,Sales,2,4,Other,4,1,Single,5332,7,3,5,Good career growth
36,No,Research & Development,12,4,Life Sciences,3,3,Married,4663,9,3,3,Good career growth
34,No,Research & Development,10,4,Life Sciences,3,4,Divorced,4724,1,3,9,Great learning opportunities
49,No,Research & Development,25,4,Life Sciences,3,1,Married,3211,1,2,9,Supportive management
39,No,Research & Development,10,5,Medical,2,1,Married,5377,2,3,7,Good career growth
27,No,Research & Development,19,3,Other,4,1,Divorced,4066,1,3,7,I love my team
35,No,Research & Development,18,5,Life Sciences,2,1,Married,5208,1,3,16,Great learning opportunities
28,No,Research & Development,27,3,Medical,2,1,Divorced,4877,0,2,5,Good career growth
21,No,Research & Development,5,1,Medical,3,4,Single,3117,1,3,2,Good work life balance
18,Yes,Sales,3,2,Medical,2,4,Single,1569,1,4,0,I feel stuck in my role
47,No,Human Resources,26,4,Life Sciences,4,3,Married,19658,3,3,5,Good career growth
39,No,Research & Development,3,2,Medical,3,3,Divorced,3069,0,3,10,Good career growth
40,No,Research & Development,15,3,Life Sciences,1,3,Married,10435,1,3,18,Good work life balance
35,No,Research & Development,8,4,Life Sciences,3,3,Married,4148,1,3,14,Supportive management
37,No,Research & Development,19,3,Life Sciences,3,3,Married,5768,3,2,4,Happy with my salary
39,No,Research & Development,4,3,Medical,1,3,Single,5042,0,1,9,Great learning opportunities
45,No,Research & Development,2,2,Other,4,4,Divorced,5770,1,3,10,Supportive management
38,No,Research & Development,2,2,Medical,4,3,Married,7756,3,4,5,Good work life balance
35,Yes,Sales,10,3,Medical,4,1,Married,10306,9,3,13,No growth opportunities
37,No,Research & Development,10,3,Medical,2,2,Married,3936,1,1,8,Great learning opportunities
40,No,Research & Development,16,3,Life Sciences,3,4,Single,7945,6,2,4,Enjoy my work
44,No,Human Resources,1,5,Human Resources,1,4,Married,5743,4,3,10,Great learning opportunities
48,No,Research & Development,4,5,Medical,3,4,Married,15202,2,3,2,Good career growth
35,Yes,Sales,15,2,Medical,1,4,Divorced,5440,6,2,2,No recognition from management
24,No,Research & Development,2,1,Technical Degree,1,4,Single,3760,1,3,6,Enjoy my work
27,No,Research & Development,8,3,Medical,2,3,Married,3517,7,3,3,Enjoy my work
27,No,Research & Development,2,3,Medical,4,4,Single,2580,2,2,4,I love my team
40,Yes,Research & Development,7,3,Life Sciences,1,1,Single,2166,3,1,4,Work is stressful
29,No,Sales,10,3,Medical,3,3,Single,5869,9,3,5,Good work life balance
36,No,Research & Development,5,4,Life Sciences,2,1,Married,8008,4,3,3,Good career growth
25,No,Research & Development,2,1,Life Sciences,4,3,Divorced,5206,1,3,7,Supportive management
39,No,Research & Development,12,3,Medical,4,2,Married,5295,4,3,5,Great learning opportunities
49,No,Research & Development,22,4,Other,1,2,Married,16413,3,3,4,Happy with my salary
50,No,Research & Development,17,5,Life Sciences,4,1,Divorced,13269,5,3,14,Happy with my salary
20,No,Sales,2,3,Medical,3,3,Single,2783,1,3,2,Great learning opportunities
34,No,Research & Development,3,3,Life Sciences,4,2,Divorced,5433,1,3,11,Happy with my salary
36,No,Research & Development,7,3,Life Sciences,1,2,Single,2013,2,3,4,Great learning opportunities
49,No,Research & Development,6,1,Life Sciences,3,3,Married,13966,2,3,15,Great learning opportunities
36,No,Research & Development,1,4,Medical,4,3,Married,4374,0,3,3,Good career growth
36,No,Research & Development,3,2,Life Sciences,4,1,Divorced,6842,6,3,5,Enjoy my work
54,No,Research & Development,22,5,Medical,2,3,Married,17426,3,3,10,Great learning opportunities
43,No,Research & Development,15,2,Life Sciences,3,3,Married,17603,1,3,14,I love my team
35,Yes,Sales,12,4,Other,4,4,Single,4581,3,4,11,Work is stressful
38,No,Research & Development,1,3,Life Sciences,4,4,Married,4735,7,4,13,Happy with my salary
29,No,Sales,5,3,Medical,1,2,Divorced,4187,1,2,10,Good career growth
33,No,Sales,2,4,Medical,4,4,Divorced,5505,1,3,6,Great learning opportunities
32,No,Research & Development,2,3,Medical,4,2,Divorced,5470,0,2,9,Good work life balance
31,No,Sales,5,4,Life Sciences,1,4,Married,5476,1,3,10,Supportive management
49,No,Research & Development,16,3,Medical,4,1,Divorced,2587,4,2,2,Enjoy my work
38,No,Research & Development,2,3,Medical,4,2,Single,2440,1,3,4,Good work life balance
47,No,Sales,2,4,Life Sciences,2,2,Divorced,15972,6,3,3,Happy with my salary
49,No,Research & Development,1,3,Life Sciences,3,3,Single,15379,4,3,8,Happy with my salary
41,No,Sales,23,2,Life Sciences,4,3,Single,7082,3,3,2,Good work life balance
20,No,Sales,9,1,Life Sciences,4,1,Single,2728,1,3,2,Enjoy my work
33,No,Sales,16,3,Life Sciences,3,4,Divorced,5368,1,3,6,Great learning opportunities
36,No,Research & Development,26,4,Life Sciences,1,3,Married,5347,6,2,3,Good career growth
44,No,Human Resources,1,3,Life Sciences,3,4,Divorced,3195,4,3,2,I love my team
23,Yes,Research & Development,8,1,Medical,4,3,Single,3989,1,3,5,No growth opportunities
38,No,Research & Development,4,2,Medical,4,3,Married,3306,7,2,0,I love my team
53,No,Research & Development,24,4,Medical,2,4,Married,7005,3,3,4,Great learning opportunities
48,Yes,Sales,7,2,Medical,4,3,Married,2655,2,3,9,Salary is too low
32,Yes,Research & Development,2,4,Life Sciences,4,2,Single,1393,1,3,1,I feel stuck in my role
26,No,Research & Development,7,3,Medical,4,4,Single,2570,1,3,7,Supportive management
55,No,Research & Development,22,3,Technical Degree,1,2,Divorced,3537,5,3,4,Supportive management
34,No,Research & Development,5,2,Medical,2,4,Married,3986,1,4,15,Good career growth
60,No,Research & Development,1,4,Medical,3,4,Divorced,10883,3,4,1,Enjoy my work
33,No,Research & Development,21,3,Medical,2,2,Married,2028,1,3,14,Happy with my salary
37,No,Sales,1,4,Medical,3,4,Divorced,9525,1,2,6,Great learning opportunities
34,No,Research & Development,19,3,Life Sciences,2,4,Married,2929,1,3,10,Good work life balance
23,Yes,Sales,7,3,Life Sciences,3,4,Divorced,2275,1,3,3,No growth opportunities
44,No,Research & Development,2,3,Life Sciences,3,4,Married,7879,1,3,8,Good work life balance
35,No,Research & Development,2,4,Medical,1,4,Single,4930,0,4,5,I love my team
43,No,Sales,2,3,Medical,4,4,Married,7847,1,3,10,Happy with my salary
24,No,Research & Development,9,3,Medical,3,3,Married,4401,1,3,5,Good career growth
41,No,Sales,6,3,Marketing,4,3,Single,9241,1,3,10,Supportive management
29,No,Research & Development,9,4,Medical,4,3,Married,2974,9,3,5,Good work life balance
36,No,Sales,2,4,Life Sciences,3,4,Single,4502,3,2,13,Supportive management
45,No,Research & Development,1,1,Life Sciences,3,3,Married,10748,3,2,23,Happy with my salary
24,Yes,Human Resources,22,1,Human Resources,4,3,Married,1555,1,3,1,No recognition from management
47,Yes,Sales,9,3,Life Sciences,3,3,Married,12936,7,1,23,No career progression
26,No,Research & Development,17,4,Medical,4,3,Married,2305,1,4,3,Great learning opportunities
45,No,Research & Development,28,2,Technical Degree,4,2,Single,16704,1,3,21,Enjoy my work
32,No,Research & Development,10,3,Life Sciences,1,3,Married,3433,6,2,5,Good work life balance
31,No,Research & Development,2,4,Life Sciences,2,3,Married,3477,1,4,5,Good career growth
41,No,Human Resources,4,3,Human Resources,3,2,Married,6430,6,3,3,Good career growth
40,No,Research & Development,8,2,Life Sciences,2,1,Married,6516,2,3,1,Supportive management
24,No,Research & Development,29,1,Medical,2,1,Divorced,3907,1,4,6,Great learning opportunities
46,No,Research & Development,13,4,Life Sciences,3,2,Single,5562,6,3,10,I love my team
35,No,Research & Development,27,4,Life Sciences,4,3,Married,6883,2,3,7,Happy with my salary
30,No,Research & Development,16,1,Life Sciences,2,4,Married,2862,1,2,10,I love my team
47,No,Sales,2,4,Marketing,3,2,Married,4978,7,1,1,Supportive management
46,No,Sales,2,3,Life Sciences,3,4,Divorced,10368,4,2,10,Good work life balance
36,Yes,Sales,13,5,Marketing,2,1,Divorced,6134,5,3,2,No career progression
32,Yes,Sales,1,2,Life Sciences,1,2,Single,6735,6,3,0,No growth opportunities
23,No,Research & Development,4,1,Medical,3,2,Single,3295,1,1,3,Supportive management
31,No,Research & Development,24,1,Technical Degree,4,4,Single,5238,2,2,5,Good work life balance
39,No,Research & Development,1,3,Life Sciences,4,4,Married,6472,1,3,9,Happy with my salary
32,No,Sales,19,3,Life Sciences,4,3,Married,9610,3,1,4,Good work life balance
40,No,Sales,7,4,Medical,2,2,Single,19833,1,2,21,Good career growth
45,No,Human Resources,4,3,Life Sciences,3,3,Married,9756,4,4,5,Supportive management
30,No,Research & Development,2,4,Technical Degree,4,1,Single,4968,0,3,9,Good work life balance
24,No,Human Resources,10,3,Medical,1,4,Married,2145,0,3,2,Good work life balance
30,Yes,Human Resources,8,3,Human Resources,3,4,Divorced,2180,6,2,4,No recognition from management
31,No,Sales,5,3,Technical Degree,1,3,Married,8346,1,3,5,I love my team
27,No,Research & Development,8,3,Medical,3,4,Single,3445,1,2,6,Good career growth
29,Yes,Sales,9,3,Marketing,2,2,Single,2760,1,3,2,Poor work life balance
29,No,Research & Development,1,3,Life Sciences,4,3,Single,6294,8,4,3,Good work life balance
30,No,Sales,15,2,Marketing,3,1,Divorced,7140,2,3,7,Great learning opportunities
34,No,Research & Development,2,4,Medical,4,4,Married,2932,0,3,5,Good work life balance
33,No,Sales,2,3,Marketing,4,2,Single,5147,8,2,11,Good work life balance
49,No,Sales,11,4,Marketing,4,4,Single,4507,3,4,5,Supportive management
33,Yes,Sales,16,3,Life Sciences,1,1,Single,8564,2,2,0,Salary is too low
38,No,Research & Development,2,2,Medical,3,2,Married,2468,4,2,6,Great learning opportunities
31,Yes,Sales,16,4,Marketing,1,3,Married,8161,2,3,1,No career progression
29,No,Research & Development,4,3,Technical Degree,4,1,Divorced,2109,1,3,1,Enjoy my work
30,No,Research & Development,16,3,Life Sciences,3,3,Married,5294,3,3,7,Good career growth
32,No,Research & Development,5,4,Technical Degree,2,2,Single,2718,2,3,7,Good career growth
38,No,Research & Development,18,3,Medical,2,4,Married,5811,3,3,1,Happy with my salary
43,Yes,Research & Development,17,3,Technical Degree,3,3,Married,2437,9,3,1,Poor work life balance
42,No,Research & Development,12,3,Medical,2,2,Divorced,2766,8,2,5,Enjoy my work
55,No,Research & Development,2,3,Medical,3,1,Married,19038,8,3,1,Happy with my salary
33,No,Research & Development,4,3,Technical Degree,4,2,Divorced,3055,5,2,9,Good career growth
41,No,Research & Development,9,4,Life Sciences,3,1,Divorced,2289,1,3,5,Enjoy my work
34,No,Sales,10,3,Life Sciences,4,3,Divorced,4001,1,3,15,Happy with my salary
53,No,Research & Development,1,4,Medical,1,3,Married,12965,4,2,3,Good career growth
43,No,Human Resources,2,3,Life Sciences,2,4,Single,3539,0,3,9,Happy with my salary
34,No,Sales,3,2,Life Sciences,4,4,Single,6029,5,3,2,Happy with my salary
21,Yes,Sales,7,1,Marketing,2,2,Single,2679,1,3,1,Salary is too low
38,No,Research & Development,6,2,Other,4,3,Married,3702,1,3,5,Enjoy my work
22,Yes,Research & Development,8,1,Medical,3,1,Married,2398,1,3,1,No recognition from management
31,No,Sales,29,4,Marketing,1,4,Married,5468,1,3,12,Good work life balance
51,No,Research & Development,3,3,Technical Degree,1,3,Married,13116,2,3,2,Happy with my salary
37,No,Sales,9,2,Marketing,2,2,Married,4189,1,3,5,I love my team
46,No,Research & Development,2,4,Medical,3,4,Divorced,19328,7,3,2,Good career growth
36,No,Research & Development,10,3,Life Sciences,4,1,Married,8321,7,3,12,Good work life balance
44,Yes,Research & Development,1,2,Medical,3,2,Divorced,2342,1,2,5,Salary is too low
37,No,Human Resources,8,2,Other,3,2,Divorced,4071,2,2,10,Good career growth
35,Yes,Sales,27,3,Life Sciences,3,4,Single,5813,1,3,10,No career progression
33,No,Research & Development,8,4,Life Sciences,4,1,Married,3143,6,3,10,I love my team
28,No,Research & Development,1,3,Life Sciences,3,4,Married,2044,1,4,5,Good career growth
39,No,Research & Development,10,1,Medical,3,3,Single,13464,7,3,4,I love my team
46,No,Sales,26,2,Life Sciences,2,2,Single,7991,8,3,2,Supportive management
40,No,Research & Development,2,2,Life Sciences,3,1,Married,3377,4,2,4,Happy with my salary
42,No,Research & Development,13,3,Medical,2,1,Married,5538,5,2,0,Happy with my salary
35,No,Research & Development,2,2,Medical,2,4,Divorced,5762,2,3,7,Great learning opportunities
38,No,Human Resources,2,3,Human Resources,1,2,Divorced,2592,5,3,11,Happy with my salary
34,Yes,Research & Development,9,4,Life Sciences,4,1,Married,5346,4,2,7,Work is stressful
37,Yes,Research & Development,10,4,Medical,4,1,Single,4213,1,1,10,No growth opportunities
